                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.92442,                0.57827,                 1.0554,                0.68099,                0.46286,                0.53014,                0.25917,                 1.8843,                 1.1334,                 1.5384,                0.00167,                0.00167,                0.00167
                    103,                0.94134,                0.58038,                 1.0598,                0.59433,                0.48312,                0.46954,                0.23018,                 1.8291,                  1.283,                 1.4611,              0.0016667,              0.0016667,              0.0016667
                    104,                0.94948,                0.59669,                 1.0589,                0.46651,                0.38674,                0.35809,                0.17559,                 1.9787,                 1.7633,                 1.6205,              0.0016634,              0.0016634,              0.0016634
                    105,                0.94579,                0.59747,                 1.0705,                 0.6679,                0.49135,                0.56313,                0.26548,                 1.9505,                 1.1971,                 1.5518,              0.0016601,              0.0016601,              0.0016601
                    106,                0.94848,                0.59425,                 1.0531,                0.63795,                0.47145,                0.51858,                0.24288,                 1.9842,                 1.2936,                 1.6017,              0.0016568,              0.0016568,              0.0016568
                    107,                0.94058,                0.58416,                 1.0531,                0.38835,                 0.3585,                0.28932,                0.12902,                 2.2379,                 1.9442,                 1.7533,              0.0016535,              0.0016535,              0.0016535
                    108,                0.94945,                0.59707,                 1.0583,                0.63768,                 0.4689,                0.52444,                 0.2472,                 1.9595,                 1.2503,                 1.5288,              0.0016502,              0.0016502,              0.0016502
                    109,                0.90891,                0.58037,                 1.0508,                0.59906,                0.50079,                0.54064,                0.26895,                 1.9057,                 1.1753,                 1.4892,              0.0016469,              0.0016469,              0.0016469
                    110,                0.91466,                0.57302,                 1.0505,                0.38489,                0.34622,                 0.3211,                0.14079,                 2.2478,                  1.864,                 1.7698,              0.0016436,              0.0016436,              0.0016436
                    111,                0.90195,                0.57117,                 1.0459,                0.57193,                0.34438,                0.40167,                0.18126,                 2.1474,                 1.6631,                 1.6779,              0.0016403,              0.0016403,              0.0016403
                    112,                0.93487,                  0.577,                 1.0501,                0.69133,                0.46471,                0.53307,                0.24511,                 1.9352,                 1.2799,                 1.5466,               0.001637,               0.001637,               0.001637
                    113,                0.92967,                0.58082,                 1.0564,                0.59708,                0.40147,                0.45899,                0.20089,                   2.12,                  1.508,                 1.6514,              0.0016337,              0.0016337,              0.0016337
                    114,                0.88824,                0.56811,                 1.0382,                0.58418,                0.44506,                0.49757,                0.23747,                 1.9827,                 1.3044,                 1.5748,              0.0016304,              0.0016304,              0.0016304
                    115,                0.91264,                0.56597,                  1.044,                0.60429,                 0.3984,                0.45858,                0.21327,                 2.0765,                 1.3334,                 1.6451,              0.0016271,              0.0016271,              0.0016271
                    116,                0.92272,                0.55895,                 1.0601,                0.31232,                0.29527,                0.18203,                0.07213,                 2.2837,                 2.3808,                  1.728,              0.0016238,              0.0016238,              0.0016238
                    117,                0.91924,                0.57229,                 1.0442,                0.60719,                0.44322,                0.49714,                0.23562,                 1.9576,                  1.317,                 1.5515,              0.0016205,              0.0016205,              0.0016205
                    118,                0.90676,                0.56311,                 1.0516,                0.64672,                0.54278,                0.59299,                0.29312,                 1.8385,                 1.1433,                 1.4792,              0.0016172,              0.0016172,              0.0016172
                    119,                0.91263,                 0.5613,                 1.0528,                0.52262,                0.32351,                0.40848,                0.18238,                 2.1563,                 1.8335,                 1.7347,              0.0016139,              0.0016139,              0.0016139
                    120,                0.88379,                0.54851,                 1.0296,                0.49262,                0.39902,                0.39054,                0.17506,                 2.1051,                 1.6277,                 1.7046,              0.0016106,              0.0016106,              0.0016106
                    121,                0.88548,                0.55285,                  1.036,                0.71306,                 0.4912,                0.57438,                0.29542,                 1.8154,                 1.1255,                 1.4624,              0.0016073,              0.0016073,              0.0016073
                    122,                0.88107,                0.55494,                  1.036,                0.67908,                0.48062,                0.53784,                0.25081,                 1.9772,                 1.2659,                 1.5807,               0.001604,               0.001604,               0.001604
                    123,                0.88004,                0.55066,                 1.0438,                0.61475,                0.39779,                0.47254,                0.21267,                 2.0871,                 1.3988,                 1.6121,              0.0016007,              0.0016007,              0.0016007
                    124,                0.86414,                0.54112,                 1.0211,                0.62133,                0.47637,                0.53127,                  0.246,                  1.976,                  1.294,                 1.6287,              0.0015974,              0.0015974,              0.0015974
                    125,                0.89739,                0.54952,                 1.0347,                0.71068,                0.49171,                 0.5761,                0.29273,                 1.8167,                 1.1411,                 1.5135,              0.0015941,              0.0015941,              0.0015941
                    126,                0.89264,                0.55355,                 1.0347,                0.67907,                0.53257,                0.58631,                 0.2773,                 1.8679,                 1.1827,                 1.5274,              0.0015908,              0.0015908,              0.0015908
                    127,                0.90648,                0.56507,                   1.05,                0.08797,                0.28361,                0.10315,                0.03015,                  3.253,                  3.857,                 2.5691,              0.0015875,              0.0015875,              0.0015875
                    128,                0.88987,                0.54894,                 1.0297,                 0.4038,                0.32535,                0.32548,                0.14713,                 2.2812,                 1.6983,                 1.7946,              0.0015842,              0.0015842,              0.0015842
                    129,                0.88313,                0.54207,                 1.0321,                 0.6298,                0.48435,                0.53324,                 0.2556,                 1.9218,                 1.1967,                 1.5639,              0.0015809,              0.0015809,              0.0015809
                    130,                0.88807,                0.54032,                 1.0331,                0.63948,                0.46961,                0.53498,                0.25691,                 1.8982,                 1.2071,                 1.5055,              0.0015776,              0.0015776,              0.0015776
                    131,                0.87915,                0.54301,                 1.0216,                0.63314,                0.43543,                0.51033,                 0.2437,                 1.9396,                 1.2198,                 1.5375,              0.0015743,              0.0015743,              0.0015743
                    132,                0.87088,                 0.5414,                 1.0323,                0.55328,                0.53678,                0.53223,                 0.2591,                 1.8972,                  1.265,                 1.5137,               0.001571,               0.001571,               0.001571
                    133,                0.84175,                 0.5237,                 1.0187,                0.66309,                0.51872,                0.56957,                0.26195,                 1.9741,                 1.1571,                  1.555,              0.0015677,              0.0015677,              0.0015677
                    134,                 0.8667,                0.54304,                 1.0281,                0.56705,                0.44567,                0.46913,                0.18822,                 2.3384,                 1.4871,                 1.9035,              0.0015644,              0.0015644,              0.0015644
                    135,                0.86461,                0.53903,                 1.0239,                0.58035,                0.44997,                0.49689,                0.23851,                 1.9677,                 1.3946,                 1.5971,              0.0015611,              0.0015611,              0.0015611
                    136,                0.87907,                0.54374,                 1.0279,                0.59295,                0.49417,                0.51762,                0.25507,                  1.922,                 1.3095,                 1.5923,              0.0015578,              0.0015578,              0.0015578
                    137,                0.89684,                0.54106,                 1.0208,                0.66303,                0.42787,                0.49083,                0.23654,                 1.9762,                 1.3444,                 1.6267,              0.0015545,              0.0015545,              0.0015545
                    138,                0.85154,                0.52504,                 1.0123,                0.60605,                0.44506,                0.50805,                0.23362,                 2.0263,                 1.3447,                 1.5979,              0.0015512,              0.0015512,              0.0015512
                    139,                0.85856,                0.53656,                 1.0159,                0.65928,                0.50092,                0.55306,                0.27351,                 1.9118,                 1.1609,                 1.4874,              0.0015479,              0.0015479,              0.0015479
                    140,                0.84531,                0.53181,                 1.0127,                0.65869,                 0.5089,                0.57531,                0.27839,                 1.8717,                 1.1479,                 1.5081,              0.0015446,              0.0015446,              0.0015446
                    141,                0.85021,                0.53159,                 1.0068,                0.66565,                0.49048,                0.55229,                0.26714,                 1.8751,                 1.1525,                 1.4989,              0.0015413,              0.0015413,              0.0015413
                    142,                0.85914,                0.52665,                 1.0259,                0.65183,                0.49847,                0.55454,                0.27464,                 1.8901,                 1.1498,                 1.5286,               0.001538,               0.001538,               0.001538
                    143,                 0.8443,                0.51958,                 1.0051,                0.70798,                0.48005,                0.55941,                0.28191,                 1.8805,                 1.1112,                 1.5045,              0.0015347,              0.0015347,              0.0015347
                    144,                0.85527,                0.51965,                 1.0128,                0.64801,                0.55602,                0.58211,                0.28812,                 1.8394,                 1.0897,                 1.4943,              0.0015314,              0.0015314,              0.0015314
                    145,                  0.828,                0.51606,                 1.0065,                0.59915,                0.41314,                 0.4787,                 0.2206,                 2.1038,                 1.3703,                 1.6799,              0.0015281,              0.0015281,              0.0015281
                    146,                 0.8639,                0.52627,                  1.022,                0.66279,                 0.4733,                0.53279,                0.25091,                 1.9635,                 1.2522,                 1.5999,              0.0015248,              0.0015248,              0.0015248
                    147,                 0.8591,                0.52954,                 1.0211,                0.40374,                0.43278,                0.35147,                0.16578,                 2.0522,                 1.7904,                 1.6552,              0.0015215,              0.0015215,              0.0015215
